CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
"""M-SHINE"" CLEANING SERVICE LIMITED","SC412218","","","5 FORVIE WAY","BRIDGE OF DON","ABERDEEN","","","AB22 8TJ","Private Limited Company","Active","United Kingdom","","28/11/2011","30","11","31/08/2023","30/11/2021","MICRO ENTITY","26/12/2016","28/11/2015","0","0","0","0","81210 - General cleaning of buildings","","","","0","0","http://business.data.gov.uk/id/company/SC412218","","","","","","","","","","","","","","","","","","","","","12/12/2022","28/11/2021"
"""MAGNOLIA COURT RESIDENTS"" COMPANY LIMITED","02407980","","","1341 HIGH ROAD","","WHETSTONE","LONDON","","N20 9HR","Private Limited Company","Active","United Kingdom","","25/07/1989","31","3","31/12/2022","31/03/2021","MICRO ENTITY","30/01/2017","02/01/2016","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/02407980","","","","","","","","","","","","","","","","","","","","","16/01/2023","02/01/2022"
"""MALACHITE AND COMPANY"" LTD","13209000","","","OFFICE 4","219 KENSINGTON HIGH STREET","KENSINGTON","LONDON","ENGLAND","W8 6BD","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","18/02/2021","28","2","18/11/2022","","NO ACCOUNTS FILED","18/03/2022","","0","0","0","0","46180 - Agents specialized in the sale of other particular products","","","","0","0","http://business.data.gov.uk/id/company/13209000","","","","","","","","","","","","","","","","","","","","","03/03/2022",""
"""MARCIN & CO "" LTD","10248210","","","27 BAXTER MEWS","","SHEFFIELD","","UNITED KINGDOM","S6 1LG","Private Limited Company","Active","United Kingdom","","23/06/2016","30","9","30/06/2023","30/09/2021","MICRO ENTITY","21/07/2017","","0","0","0","0","43999 - Other specialised construction activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/10248210","","","","","","","","","","","","","","","","","","","","","06/07/2022","22/06/2021"
"""MNA PROPERTY (DUNDEE) LTD","SC508616","","","67 WEMYSS CRESCENT","MONIFIETH","DUNDEE","","UNITED KINGDOM","DD5 4RA","Private Limited Company","Active","United Kingdom","","17/06/2015","30","6","30/06/2022","30/06/2020","MICRO ENTITY","15/07/2017","17/06/2016","0","0","0","0","68100 - Buying and selling of own real estate","","","","0","0","http://business.data.gov.uk/id/company/SC508616","","","","","","","","","","","","","","","","","","","","","30/12/2022","16/12/2021"
"""MOTHERS' UNION""","RC000356","","","","","","","","","Royal Charter Company","Active","United Kingdom","","01/01/1981","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/RC000356","","","","","","","","","","","","","","","","","","","","","15/01/2017",""
"""MURRAY METHOD ACADEMY OF TRAUMA THERAPY"" FOUNDATION","14051654","","","ELDRIDGE COURT, FLAT 7","ROUEL ROAD","LONDON","","UNITED KINGDOM","SE16 3SN","PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)","Active","United Kingdom","","19/04/2022","30","4","19/01/2024","","NO ACCOUNTS FILED","17/05/2023","","0","0","0","0","86900 - Other human health activities","","","","0","0","http://business.data.gov.uk/id/company/14051654","","","","","","","","","","","","","","","","","","","","","02/05/2023",""
"""N.F.GREENAWAY""","LP002618","","","","","","","","","Limited Partnership","Active","United Kingdom","","01/01/1981","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/LP002618","","","","","","","","","","","","","","","","","","","","","15/01/2017",""
"""NEMO COLOURS"" LTD","10480357","","","FLAT 8 EDINBURGH HOUSE","DUKE OF EDINBURGH ROAD","SUTTON","","ENGLAND","SM1 3PF","Private Limited Company","Active","United Kingdom","","15/11/2016","30","11","31/08/2022","30/11/2020","TOTAL EXEMPTION FULL","13/12/2017","","0","0","0","0","43341 - Painting","","","","0","0","http://business.data.gov.uk/id/company/10480357","","","","","","","","","","","","","","","","","","","","","28/11/2022","14/11/2021"
"""NETSTAR INTERNATIONAL"" LTD.","10510825","","","50 SALISBURY ROAD","","HOUNSLOW","GREATER LONDON","UNITED KINGDOM","TW4 6JQ","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","05/12/2016","31","12","30/09/2022","31/12/2020","MICRO ENTITY","02/01/2018","","0","0","0","0","64209 - Activities of other holding companies n.e.c.","82990 - Other business support service activities n.e.c.","","","0","0","http://business.data.gov.uk/id/company/10510825","22/01/2019","NETSTAR INTERNATIONAL","","","","","","","","","","","","","","","","","","","18/12/2022","04/12/2021"
"""NEW IMAGES"" AT PENYLAN COUNTRY LODGE LLP","OC307979","UHY HACKER YOUNG","","LANYON HOUSE","MISSION COURT","NEWPORT","GWENT","","NP20 2DW","Limited Liability Partnership","Active","United Kingdom","","12/05/2004","31","1","31/10/2022","31/01/2021","TOTAL EXEMPTION FULL","09/06/2017","12/05/2016","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/OC307979","","","","","","","","","","","","","","","","","","","","","26/05/2023","12/05/2022"
"""NO.54 COFFEE HOUSE"" LIMITED","13082304","","","54 BAXTERGATE","","WHITBY","","ENGLAND","YO21 1BL","Private Limited Company","Active","United Kingdom","","15/12/2020","31","12","15/09/2022","","NO ACCOUNTS FILED","12/01/2022","","0","0","0","0","47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating","","","","0","0","http://business.data.gov.uk/id/company/13082304","","","","","","","","","","","","","","","","","","","","","28/12/2022","14/12/2021"
"""O"" RINGS LIMITED","01030234","","","CITY GATES 2-4","SOUTHGATE","CHICHESTER","WEST SUSSEX","","PO19 8DJ","Private Limited Company","Active","United Kingdom","","08/11/1971","30","4","31/01/2023","30/04/2021","SMALL","28/05/2017","30/04/2016","3","0","0","3","46900 - Non-specialised wholesale trade","","","","0","0","http://business.data.gov.uk/id/company/01030234","","","","","","","","","","","","","","","","","","","","","26/04/2023","12/04/2022"
"""O"">> (WATER & STAKES) LTD","09809694","","","86-90 PAUL STREET 86 -90 PAUL STREET","3RD FLOOR","LONDON","LONDON","ENGLAND","EC2A 4NE","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","05/10/2015","31","10","31/07/2022","31/10/2020","MICRO ENTITY","02/11/2016","","0","0","0","0","99000 - Activities of extraterritorial organizations and bodies","","","","0","0","http://business.data.gov.uk/id/company/09809694","22/11/2018","''O'' >> (EAU & ENJEUX) LTD","","","","","","","","","","","","","","","","","","","18/10/2022","04/10/2021"
"""OFF THE PAGE"" LIMITED","04635689","","","UNIT 8, DRY DRAYTON INDUSTRIES","SCOTLAND ROAD","DRY DRAYTON","CAMBRIDGESHIRE","","CB23 8AT","Private Limited Company","Active","United Kingdom","","13/01/2003","31","8","31/05/2023","31/08/2021","TOTAL EXEMPTION FULL","10/02/2017","13/01/2016","1","1","0","0","85200 - Primary education","","","","0","0","http://business.data.gov.uk/id/company/04635689","","","","","","","","","","","","","","","","","","","","","27/01/2023","13/01/2022"
"""OFF THE RECORD"" YOUTH COUNSELLING CROYDON","02987817","","","72 QUEENS ROAD","","CROYDON","SURREY","","CR0 2PR","PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)","Active","United Kingdom","","08/11/1994","31","3","31/12/2022","31/03/2021","FULL","06/12/2016","08/11/2015","1","1","0","0","86900 - Other human health activities","88990 - Other social work activities without accommodation n.e.c.","","","0","0","http://business.data.gov.uk/id/company/02987817","","","","","","","","","","","","","","","","","","","","","02/11/2022","19/10/2021"
"""OK"" OUR KIDS COMMUNITY INTEREST COMPANY","11426807","","","15 MALLARD HOUSE THE MILLSTREAM","LONDON ROAD","HIGH WYCOMBE","BUCKINGHAMSHIRE","","HP11 1AD","Community Interest Company","Active","United Kingdom","","21/06/2018","30","6","30/06/2022","30/06/2020","TOTAL EXEMPTION FULL","19/07/2019","","0","0","0","0","85520 - Cultural education","","","","0","0","http://business.data.gov.uk/id/company/11426807","","","","","","","","","","","","","","","","","","","","","13/07/2022","29/06/2021"
"""OLD QUARRIES"" RESIDENTS LIMITED","03093541","","","MIRADOR","CANNON COURT ROAD","MAIDENHEAD","BERKSHIRE","","SL6 7QN","Private Limited Company","Active","United Kingdom","","21/08/1995","31","8","31/05/2023","31/08/2021","MICRO ENTITY","18/09/2016","21/08/2015","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/03093541","","","","","","","","","","","","","","","","","","","","","04/09/2022","21/08/2021"
"""ONE BRITAIN ONE NATION"" OBON COMMUNITY INTEREST COMPANY","08558863","DBL ACCOUNTANTS","","5 IVEGATE","YEADON","LEEDS","","","LS19 7RE","Community Interest Company","Active","United Kingdom","","06/06/2013","28","6","28/06/2022","29/06/2020","MICRO ENTITY","08/10/2016","10/09/2015","0","0","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/08558863","","","","","","","","","","","","","","","","","","","","","24/09/2022","10/09/2021"
"""OPREAN""- S.R.L.","FC026108","","","2 DEPOZITELOR STREET","SEBES TOWN","ALBA COUNTY","POSTCODE 515800, ROMANIA","ROMANIA","","Other company type","Active","ROMANIA","","01/07/2005","31","7","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC026108","","","","","","","","","","","","","","","","","","","","","01/08/2016",""
"""OUR HOME IN BORDEAUX"" UK LIMITED","07909447","","","28 DEEPDENE WOOD","","DORKING","","ENGLAND","RH5 4BQ","Private Limited Company","Active","United Kingdom","","13/01/2012","30","1","30/10/2022","31/01/2021","TOTAL EXEMPTION FULL","10/02/2017","13/01/2016","0","0","0","0","55209 - Other holiday and other collective accommodation","","","","0","0","http://business.data.gov.uk/id/company/07909447","","","","","","","","","","","","","","","","","","","","","27/01/2023","13/01/2022"
"""P&S LTD"" LIMITED","09712492","","","104 SHENLEY ROAD","","BOREHAMWOOD","","UNITED KINGDOM","WD6 1EB","Private Limited Company","Active","United Kingdom","","31/07/2015","31","7","30/04/2023","31/07/2021","MICRO ENTITY","28/08/2016","","0","0","0","0","47250 - Retail sale of beverages in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/09712492","","","","","","","","","","","","","","","","","","","","","13/08/2022","30/07/2021"
"""P.& B.""ENGINEERING COMPANY LIMITED","00263728","","","BELLE VUE WORKS","BOUNDARY STREET","MANCHESTER","","","M12 5NG","Private Limited Company","Active","United Kingdom","","21/03/1932","30","6","31/03/2023","30/06/2021","MICRO ENTITY","24/01/2017","27/12/2015","5","2","0","3","27900 - Manufacture of other electrical equipment","","","","0","0","http://business.data.gov.uk/id/company/00263728","","","","","","","","","","","","","","","","","","","","","10/01/2023","27/12/2021"
"""PARKS""  ICECREAM FRANCHISE LIMITED","06991687","","","83 ORCHARD AVENUE","","BLACKPOOL","LANCASHIRE","","FY4 2NY","Private Limited Company","Active","United Kingdom","","14/08/2009","31","8","31/05/2023","31/08/2021","TOTAL EXEMPTION FULL","11/09/2016","14/08/2015","0","0","0","0","56103 - Take-away food shops and mobile food stands","","","","0","0","http://business.data.gov.uk/id/company/06991687","","","","","","","","","","","","","","","","","","","","","28/08/2022","14/08/2021"
"""PARO'S"" ITALIAN FOOD LTD","12789824","","","FLAT 1 MARLOW COURT","COLINDEEP LANE","LONDON","","ENGLAND","NW9 6EB","Private Limited Company","Active","United Kingdom","","04/08/2020","31","12","30/09/2023","31/12/2021","MICRO ENTITY","01/09/2021","","0","0","0","0","56290 - Other food services","","","","0","0","http://business.data.gov.uk/id/company/12789824","","","","","","","","","","","","","","","","","","","","","20/07/2022","06/07/2021"
"""PERFECTCLEAN"" LIMITED","08888354","","","30 CALEDONIAN ROAD","","CHICHESTER","","ENGLAND","PO19 7PQ","Private Limited Company","Active","United Kingdom","","12/02/2014","28","2","30/11/2022","28/02/2021","TOTAL EXEMPTION FULL","29/03/2017","01/03/2016","0","0","0","0","81299 - Other cleaning services","","","","0","0","http://business.data.gov.uk/id/company/08888354","","","","","","","","","","","","","","","","","","","","","15/03/2023","01/03/2022"
"""PHOENIX"" MANAGEMENT COMPANY LIMITED","03242800","","","ASSOCIATES HOUSE","118A EAST BARNET ROAD","BARNET","HERTFORDSHIRE","UNITED KINGDOM","EN4 8RE","Private Limited Company","Active","United Kingdom","","28/08/1996","31","12","30/09/2022","31/12/2020","DORMANT","25/09/2016","28/08/2015","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/03242800","","","","","","","","","","","","","","","","","","","","","11/09/2022","28/08/2021"
"""PHYRE"" JSC","FC036257","","","BRANCH REGISTRATION","REFER TO PARENT REGISTRY","","","","","Other company type","Active","BULGARIA","","07/05/2019","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC036257","","","","","","","","","","","","","","","","","","","","","",""
"""POLIMEX-MOSTOSTAL"" SPOLKA AKCYJNA","FC029035","","","BRACH REGISTRATION","","REFER TO PARENT REGISTRY","","","","Other company type","Active","POLAND","","09/04/2009","30","4","","31/12/2009","FULL","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC029035","","","","","","","","","","","","","","","","","","","","","",""
"""PROFESSIONALS FITTERS"" LTD","13124933","","","2 FAWNS MANOR CLOSE","","FELTHAM","","ENGLAND","TW14 8EN","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","11/01/2021","31","1","11/10/2022","","NO ACCOUNTS FILED","08/02/2022","","0","0","0","0","33110 - Repair of fabricated metal products","33200 - Installation of industrial machinery and equipment","43342 - Glazing","43390 - Other building completion and finishing","0","0","http://business.data.gov.uk/id/company/13124933","","","","","","","","","","","","","","","","","","","","","24/01/2022",""
"""PURPLE EMPEROR"" LTD","03079224","","","COOMBEHAYES FARM","WADLEY HILL"," UPLYME","DORSET","","DT7 3SU","Private Limited Company","Active","United Kingdom","","12/07/1995","30","4","31/01/2023","30/04/2021","MICRO ENTITY","09/08/2016","12/07/2015","11","5","0","6","68209 - Other letting and operating of own or leased real estate","70229 - Management consultancy activities other than financial management","","","0","0","http://business.data.gov.uk/id/company/03079224","02/07/2004","PURPLE EMPEROR PRODUCTIONS LIMITED","","","","","","","","","","","","","","","","","","","26/07/2022","12/07/2021"
"""Q"" (CHESTER GREEN) MANAGEMENT COMPANY LIMITED","06383456","","","2 HILLS ROAD","","CAMBRIDGE","CAMBS","","CB2 1JP","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","27/09/2007","30","9","30/06/2023","30/09/2021","MICRO ENTITY","25/10/2016","27/09/2015","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/06383456","","","","","","","","","","","","","","","","","","","","","11/10/2022","27/09/2021"
"""R"" BUILDERS LIMITED","07051447","","","5 SHORTWOOD HILL","SHORTWOOD","BRISTOL","","","BS16 9PE","Private Limited Company","Active","United Kingdom","","21/10/2009","31","3","31/12/2022","31/03/2021","TOTAL EXEMPTION FULL","18/11/2016","21/10/2015","0","0","0","0","43290 - Other construction installation","","","","0","0","http://business.data.gov.uk/id/company/07051447","","","","","","","","","","","","","","","","","","","","","04/11/2022","21/10/2021"
"""RATIONAL"" BUILT-IN KITCHENS (U.K.) LIMITED","01216051","","","PALMERSTON HOUSE","814 BRIGHTON ROAD","PURLEY","SURREY","","CR8 2BR","Private Limited Company","Active","United Kingdom","","13/06/1975","31","12","30/09/2022","31/12/2020","SMALL","28/04/2017","31/03/2016","2","0","0","2","46499 - Wholesale of household goods (other than musical instruments) n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/01216051","","","","","","","","","","","","","","","","","","","","","14/04/2023","31/03/2022"
"""REALTY"" THE LONDON PROPERTY BROKERS LIMITED","01816008","","","3RD FLOOR","114A CROMWELL ROAD","LONDON","","UNITED KINGDOM","SW7 4AG","Private Limited Company","Active","United Kingdom","","14/05/1984","31","7","30/04/2023","31/07/2021","TOTAL EXEMPTION FULL","09/03/2017","09/02/2016","0","0","0","0","68310 - Real estate agencies","","","","0","0","http://business.data.gov.uk/id/company/01816008","","","","","","","","","","","","","","","","","","","","","23/02/2023","09/02/2022"
"""RED BAND"" CHEMICAL COMPANY, LIMITED","SC016876","","","19 SMITH'S PLACE","LEITH WALK","EDINBURGH","","","EH6 8NU","Private Limited Company","Active","United Kingdom","","25/06/1932","31","12","30/09/2022","31/12/2020","FULL","03/07/2017","05/06/2016","12","1","0","11","47730 - Dispensing chemist in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/SC016876","","","","","","","","","","","","","","","","","","","","","19/06/2022","05/06/2021"
"""REDEMPTORIS MATER"" HOUSE OF FORMATION","02965770","","","11 HAREWOOD AVENUE","LONDON","","","","NW1 6LD","PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)","Active","United Kingdom","","07/09/1994","31","8","31/05/2023","31/08/2021","MICRO ENTITY","12/08/2016","15/07/2015","0","0","0","0","94910 - Activities of religious organizations","","","","0","0","http://business.data.gov.uk/id/company/02965770","","","","","","","","","","","","","","","","","","","","","29/07/2022","15/07/2021"
"""RICHARDSON & ASSOCIATES"" INDEPENDENT FINANCIAL AND MORTGAGE SERVICES LIMITED","05179519","","","WEST WALK 1A BOWES OFFICES","LAMBTON PARK","CHESTER LE STREET","CO DURHAM","ENGLAND","DH3 4AN","Private Limited Company","Active","United Kingdom","","14/07/2004","31","3","31/12/2022","31/03/2021","TOTAL EXEMPTION FULL","11/08/2016","14/07/2015","0","0","0","0","64304 - Activities of open-ended investment companies","","","","0","0","http://business.data.gov.uk/id/company/05179519","","","","","","","","","","","","","","","","","","","","","28/07/2022","14/07/2021"
"""ROCK""IN PROPERTIES LTD","12613133","","","22 CLITHEROE ROAD","","MANCHESTER","","ENGLAND","M13 0GE","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","20/05/2020","31","5","20/02/2022","","NO ACCOUNTS FILED","17/06/2021","","0","0","0","0","68209 - Other letting and operating of own or leased real estate","","","","0","0","http://business.data.gov.uk/id/company/12613133","","","","","","","","","","","","","","","","","","","","","02/06/2022","19/05/2021"
"""ROMFORD"" MODEL LIMITED","00409621","","","1B BRIDGE CLO","OLDCHURCH RD","ROMFORD","ESSEX","","RM7 0AU","Private Limited Company","Active","United Kingdom","","02/05/1946","31","3","31/12/2022","31/03/2021","MICRO ENTITY","26/01/2017","29/12/2015","0","0","0","0","32990 - Other manufacturing n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/00409621","","","","","","","","","","","","","","","","","","","","","12/01/2023","29/12/2021"
"""ROSECROFT"" SOCIAL CLUB LIMITED","IP08400R","","","","","","","","","Registered Society","Active","United Kingdom","","01/01/1981","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/IP08400R","","","","","","","","","","","","","","","","","","","","","15/01/2017",""
"""ROYAL CHARTER"" MANAGEMENT LIMITED","02371681","","","BANGOR BUSINESS CENTRE","2 FARRAR ROAD","BANGOR","GWYNEDD","WALES","LL57 1LJ","Private Limited Company","Active","United Kingdom","","13/04/1989","31","3","31/12/2023","31/03/2022","DORMANT","11/05/2017","13/04/2016","0","0","0","0","99999 - Dormant Company","","","","0","0","http://business.data.gov.uk/id/company/02371681","","","","","","","","","","","","","","","","","","","","","27/04/2023","13/04/2022"
"""SCORPION (UK) LMIMITED"" LIMITED","10288253","","","603 LORDSHIP LANE","WOOD GREEN","LONDON","","ENGLAND","N22 5LE","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","20/07/2016","31","7","30/04/2023","31/07/2021","MICRO ENTITY","17/08/2017","","0","0","0","0","43999 - Other specialised construction activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/10288253","","","","","","","","","","","","","","","","","","","","","06/08/2022","23/07/2021"
"""SCRIBES"" (SOUTH WEST) C.I.C.","05903530","","","3 RUPERTSWOOD TERRACE","","ILFRACOMBE","DEVON","","EX34 9EW","Community Interest Company","Active - Proposal to Strike off","United Kingdom","","11/08/2006","31","3","31/12/2022","31/03/2021","TOTAL EXEMPTION FULL","08/09/2016","11/08/2015","0","0","0","0","85590 - Other education n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/05903530","","","","","","","","","","","","","","","","","","","","","21/08/2022","07/08/2021"
"""SHALYNN"" THE FRIENDLY CATTERY LTD","06122882","","","16-18 WEST STREET","THE SQUARE","ROCHFORD","ESSEX","","SS4 1AJ","Private Limited Company","Active","United Kingdom","","21/02/2007","31","3","31/12/2022","31/03/2021","MICRO ENTITY","21/03/2017","21/02/2016","1","1","0","0","96090 - Other service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/06122882","16/06/2020","SHALYNN CATTERY & PET CENTRE LTD","22/10/2009","SHALYNN PET CENTRE LTD","","","","","","","","","","","","","","","","","02/03/2023","16/02/2022"
"""SKELBKITES""ADVERTISING LIMITED","07766848","","","THE OLD EXCHANGE","234 SOUTHCHURCH ROAD","SOUTHEND-ON-SEA","ESSEX","","SS1 2EG","Private Limited Company","Liquidation","United Kingdom","","08/09/2011","30","9","30/06/2021","30/09/2019","MICRO ENTITY","06/10/2016","08/09/2015","0","0","0","0","73110 - Advertising agencies","","","","0","0","http://business.data.gov.uk/id/company/07766848","","","","","","","","","","","","","","","","","","","","","04/08/2021","21/07/2020"
"""SOBRIETY"" PROJECT LIMITED(THE)","01496333","","","UNIT 7 JETSTREAM DRIVE","AUCKLEY","DONCASTER","SOUTH YORKSHIRE","","DN9 3QS","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Liquidation","United Kingdom","","12/05/1980","30","4","31/01/2020","30/04/2018","SMALL","16/01/2017","19/12/2015","7","6","0","1","85590 - Other education n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/01496333","","","","","","","","","","","","","","","","","","","","","02/01/2020","19/12/2018"
"""SOMERSET COURT"" (HAMPTON) RESIDENTS ASSOCIATION LIMITED","00899832","","","BRIDGE HOUSE","74 BROAD STREET","TEDDINGTON","MIDDLESEX","","TW11 8QT","Private Limited Company","Active","United Kingdom","","06/03/1967","31","3","31/12/2022","31/03/2021","MICRO ENTITY","29/06/2017","01/06/2016","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/00899832","","","","","","","","","","","","","","","","","","","","","15/06/2022","01/06/2021"
"""SOUTHLANDS"" SELF-BUILD HOUSING ASSOCIATION LIMITED","IP16717R","","","","","","","","","Registered Society","Active","United Kingdom","","01/01/1981","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/IP16717R","","","","","","","","","","","","","","","","","","","","","15/01/2017",""
"""SPECTRUM TRAINING""","03047327","","","97 JUDD STREET","","LONDON","","","WC1H 9JG","PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)","Active","United Kingdom","","19/04/1995","30","4","31/01/2023","30/04/2021","TOTAL EXEMPTION FULL","17/05/2017","19/04/2016","0","0","0","0","85421 - First-degree level higher education","","","","0","0","http://business.data.gov.uk/id/company/03047327","","","","","","","","","","","","","","","","","","","","","03/05/2023","19/04/2022"
"""SQUARE METER"" PROPERTY & TRADING LLP","OC403986","","","6-9 THE SQUARE","STOCKLEY PARK","UXBRIDGE","","ENGLAND","UB11 1FW","Limited Liability Partnership","Active","United Kingdom","","26/01/2016","5","4","05/01/2023","05/04/2021","TOTAL EXEMPTION FULL","23/02/2017","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/OC403986","17/01/2019","""SQUARE METER"" PROPERTY & INVESTMENTS LLP","27/02/2016","""SQUARE METER"" PROPERTY &AMP; INVESTMENTS LLP","","","","","","","","","","","","","","","","","26/01/2023","12/01/2022"
"""ST MARY'S HEATH"" AT ARMTHORPE PROPERTY MANAGEMENT LIMITED","05424123","","","OLD LINEN COURT","83-85 SHAMBLES STREET","BARNSLEY","SOUTH YORKSHIRE","","S70 2SB","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","14/04/2005","28","2","30/11/2023","28/02/2022","DORMANT","12/05/2017","14/04/2016","0","0","0","0","74990 - Non-trading company","98000 - Residents property management","","","0","0","http://business.data.gov.uk/id/company/05424123","","","","","","","","","","","","","","","","","","","","","28/04/2023","14/04/2022"
"""ST. EDMUND'S HALL"" (MANAGEMENT COMPANY) KINGSBRIDGE LIMITED","02396957","","","1 ST EDMUNDS HALL","DUNCOMBE STREET","KINGSBRIDGE","DEVON","ENGLAND","TQ7 1LR","Private Limited Company","Active","United Kingdom","","20/06/1989","30","6","31/03/2023","30/06/2021","MICRO ENTITY","28/07/2016","30/06/2015","0","0","0","0","82110 - Combined office administrative service activities","","","","0","0","http://business.data.gov.uk/id/company/02396957","","","","","","","","","","","","","","","","","","","","","14/07/2022","30/06/2021"
"""STEP13"" TRANSPORT LTD","10561154","","","55 WOODLEIGH AVENUE","","BIRMINGHAM","","ENGLAND","B17 0NL","Private Limited Company","Active","United Kingdom","","12/01/2017","31","1","31/10/2022","31/01/2021","TOTAL EXEMPTION FULL","09/02/2018","","0","0","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/10561154","","","","","","","","","","","","","","","","","","","","","19/01/2023","05/01/2022"
"""STREONSHALH"" WHITBY LIMITED","01636551","","","""STREONSHALH""","KHYBER PASS","WHITBY","NORTH YORKSHIRE","","YO21 3DQ","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","19/05/1982","31","3","31/12/2023","31/03/2022","MICRO ENTITY","19/06/2017","22/05/2016","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/01636551","","","","","","","","","","","","","","","","","","","","","05/06/2023","22/05/2022"
"""SUNMAR HOUSE""","LP002738","","","","","","","","","Limited Partnership","Active","United Kingdom","","01/01/1981","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/LP002738","","","","","","","","","","","","","","","","","","","","","15/01/2017",""
